@relation C__Users_sky_Dropbox_FAU_Summer2016_Homework3_spam

@attribute text string
@attribute @@class@@ {Normal,Spam}

@data
'Dear Sir/Madame\r\n\r\nIt is with mixed feelings that i communicate you through this medium\r\nbecause am seeking a faithful, sincere and reliable foreigner who will\r\nassist me in investing my late father\'s fortune in the amount of\r\nUS$15,745, 000.00.\r\n\r\nThis amount was originally deposited by our late father in a security\r\ncompany in Ghana and just before my parents and two of my siblings were\r\nkilled by rebels in our family house in Sierra Leone, my father had\r\nsuccessfully lodged the money at the International Commercial Bank (ICB)\r\nin Accra, Ghana.\r\n\r\nI am the only survivors of our family. Before my fathers friend died who\r\nis a diplomat, he  successfully moved the funds through the assistance of\r\nthe foreign operations director of the ICB,transferred the amount from\r\nICB\'s pool account to that of a bank in Monaco.\r\n\r\nI am therefore seeking your assstance to stand-in for us as our late\r\nfather\'s business partner and foreign investor, to claim this money from\r\nthe bank in New York as the beneficiary. You will also be required to\r\nassist me in investing my own part of the money into viable business\r\nventures abroad and for all this am offering you 25\% of the total funds as\r\nreward.\r\n\r\n\r\nIf therefore, you can assure me of your sincerity, honesty and ability to\r\nhelp me secure the release of this amount into your account /invest it, i\r\nwill give you the contact details an attorney who will make every\r\nneccessary document available to enable you have total control of the\r\nfunds.\r\n\r\nPlease note that you stand no risk at all in assisting me to conclude this\r\ntransaction because the money is legitimately my family fortune.\r\n\r\nPlease if you are willing to help me, i will like you to furnish me with\r\nyour complete information, your complete house address, home telephone\r\nnumber, fax number and mobile phone number.\r\n\r\nBest Regards\r\n\r\nMaster William  Bukare',Spam
'Dear CSE faculty,\r\n\r\nIt is my pleasure to inform you that four students received this year\'s\r\nLifelong Learning Scholarship awards, three of them are from CSE.\r\n\r\n  Yongsuk Lee\r\n  Ulysse Louigne\r\n  Tho Thuc HA\r\n\r\nI would like to express my appreciation to those faculty who have encouraged \r\nour CSE students to apply and written recommendation letters for them.\r\n\r\nThanks.\r\n\r\nSam Hsu',Normal
'Good Day, my Friend!\r\n\r\nSometimes the world seems so big and you feel like a grain of sand\r\nin a desert... The life seems so good and you have everything -\r\nfriends, good job, parents who love you... The boss values you a lot\r\nand praises you, you have respect and everything... but there is one\r\nbig thing that your heart misses a lot... it\'s LOVE!!! I miss it so\r\nmuch!!! I am here writing to you because I hope that maybe you\'ll\r\nnotice me and decide to reply... And if you wish we will do our best\r\nthat the correspondence will grow into something bigger...\r\nI am looking forward to your reply',Spam
'Dear Colleague,\r\n\r\nWe are proudly sending you this invitation to submit a paper to ICSOFT 2007 - International Conference on Software and Data Technologies.\r\nICSOFT 2007 is a respected conference in its area and a yearly meeting place for researchers and practitioners interested in the topics below.\r\nThis conference is organized by INSTICC and all the conference proceedings will be indexed by ISI, INSPEC and DBLP.\r\nThe conference will be held in conjunction with ENASE 2007 (Evaluation of Novel Approaches to Software Engineering Working Conference)(http://www.enase.org) in Barcelona/Spain, next July.\r\n',Normal
'Cia/lis softtabs available \r\nVisit Out Site and Buy!\r\nEvery Men should have cialis. It work fast, and give more performance than other stuff\r\nBest Regards\r\nCathy Anniston\r\n',Spam
'Hi Everyone,\r\n\r\nSince the Summer semester is over tomorrow,\r\nI would like to now request your office hours for\r\nthe Fall 06 semester.\r\n\r\nWe would like to have these hours in place for our\r\nstudents when  classes start on Monday, August 21st.\r\n\r\n Thanks.\r\n\r\nHelene',Normal
'Hello\r\n\r\nI heard about the success of these products then I saw how powerful this formula was so I tried it.\r\n I thought that the only way to improve my erections was to have an embarrassing talk with my doctor \r\nand then to buy over priced prescription pills from my pharmacy. Boy was I ever wrong. \r\nMy girlfriend convinced me to give  a try back in March. \r\nIt\'s May now and I\'m a whole new man.\r\n',Spam
'Hi Xingquan,\r\n\r\nThanks for your e-mail and the updated contact info -- I have notified our staff of the change. \r\n\r\nI do apologize for the slight delay in my response -- thanks for your patience!  We certainly understand that your circumstances require a delay in your final deadline, and as such, we are willing to grant you an extension until September 1st.  Please kindly see to it that the completed package is submitted by that date.  Would you please provide me with the posting details when available?  Thanks!\r\n\r\nI\'ll notify our production department of the delay, and I will look forward to hearing from you soon, then!\r\n\r\nHave a great weekend, \r\n-Kristin\r\n',Normal
'Greetings Wjeffery!\r\n\r\n\r\nLIVE DEAELRS CASINOgoing to love our games \r\nthat we are giving you  up to $888.00 FREE  \r\njust ofr trying our Casino.  \r\n\r\n\r\n$ 888.00 FREE! \r\nClick HereN ow! \r\n',Spam
'Hi all,\r\n\r\nXiuqi Li will defend her thesis titled\r\n\r\nEfficient and Effective Searching in File Sharing Peer to Peer Networks\r\n\r\non August 16 (Wed.), 10:00 am, at Room 303 of the Science and \r\nEngineering building.\r\nEveryone is welcome.\r\n\r\nJie',Normal
'Following a meeting \r\n\r\n\r\nOur very besstt price of medss: \r\n\r\nPain Relief (from $85) (Valliium, Somma, Trammaddol) \r\n\r\nMen\'s Pillls (from $70) (Viiagra, Leviitra) \r\n\r\nWeight Losss (from $99) (Meriiddia, Xeniical) \r\n\r\nYou Can\'t find this 0ffers available anywhere. \r\n',Spam
'Hello All, \r\n\r\nWe will have a Distinguished Lecture on Thursday February 8, 2007, at 11am in Administration Building Room 305. The lecture will be given by Dr. Nataraj Nagaratnam, a Chief Architecture for Identity Management at IBM. I think it woud be a good opportunity for you all to see what the state-of-the-art of research and practice is in industry. So we will have our tomorrow\'s class over Administration Buiding Room 305. See you all there. -- Dr. S. Huang ',Normal
'Hello!\r\n\r\nLast time you\'ve asked me about Canadian pharmacy shops.\r\nAfter some researches I can surely say that MyCanadianPharmacy drug store sells high-quality medications only. There is no need to be aware of quality. Their medications are the same we have here in USA. But they give us opportunity to buy these meds at lower prices.\r\nURL:Click Here\r\n\r\nI recommend to buy medications at their drug store!\r\n\r\nWith best regards\r\nDr William Clark. ',Spam
'Dear CSE students,\r\n\r\nWe are offering this term a very exciting course COT 490 Game \r\nProgramming by Tom Fernandez. For more information about the course, \r\nplease visit:\r\n\r\nhttp://www.cse.fau.edu/~thomas/GameProgramming/index.html \r\n<http://www.cse.fau.edu/\%7Ethomas/GameProgramming/index.html>\r\n\r\nThis is an elective undergraduate course, however graduate students can \r\ntake it as well. If you have not yet decided about your Fall schedule, I \r\nwould highly recommend this new course.\r\n\r\nBorko Furht, Ph.D.\r\nChairman & Professor\r\nSenior Assistant Vice President for Engineering & Technology\r\nDepartment of Computer Science and Engineering\r\nFlorida Atlantic University\r\n777 Glades Road\r\n',Normal
'Dear Customer, \r\n\r\nIt has come to our attention that your PayPal® account information needs to be updated as part of our continuing commitment to protect your account and to reduce the instance of fraud on our website. If you could please take 5-10 minutes out of your online experience and update your personal records you will not run into any future problems with the online service.\r\n\r\nHowever, failure to update your records will result in account suspension. Please update your records before November 19, 2006.\r\n\r\nOnce you have updated your account records, your PayPal® account activity will not be interrupted and will continue as normal.\r\n\r\n',Spam
'Hill,\r\n\r\nThanks for the reminder.  I will make sure they get what they need before\r\nSeptmeber 1st. Jason\r\n\r\nP.S. are you at FAU now permanently?\r\n\r\n--- You wrote:\r\nHi, Jason,\r\n\r\nHow are you? I wish to let you know that IGI requires us to send them all\r\nchapters by Sept. 1. I am wondering whether it is possible for you to send me\r\nall documents by the end of this week (or early next week). \r\n\r\nThanks and Best,\r\n\r\nHill\r\n',Normal
'Hello!\r\nMy name is Erectile Dysfunction. \r\nI have a lot of friends such us: bad sex, awful mood, dissatisfied wife, short erections and spoiled condoms.\r\nBut I do have one enemy – its name is Soft Cialis Tabs.\r\nWhen they appear, I disappear.\r\n',Spam
'The Office of Employment, Human Resources is seeking an individual to work 40 hours/week at $9.00/hour to assist with the following:\r\n\r\n1. Answer and direct all incoming departmental calls.\r\n\r\n2. Greet and direct departmental visitors.\r\n\r\n3. Assist job applicants with application process.\r\n\r\n4. Stamp, log and process incoming Employment Office mail.\r\n\r\n5. Print and distribute daily job posting lists.\r\n\r\n6. Print, log, and qualify all electronic applications.\r\n\r\n7. Liaison with all applicants about the employment process.\r\n\r\n8. Prepare folders and file applications.\r\n\r\n9. Maintain Employment logs and databases.\r\n\r\n10. Assist other sections of Human Resources department with special projects as needed.\r\n\r\nFAU Human Resources Department offers a friendly as well as a professional environment.  We are seeking an outgoing individual to help us provide outstanding customer service to entire FAU community and prospective employees. The successful candidate will have strong skills in Microsoft Word, Excel and Access. Dependability, strong customer service skills and the ability to adapt to changing work requirements are also a must. If you know someone who fits this description and may be interested in this Temporary position, please share this opportunity.  For further information or to submit a resume, please contact Sharon Berger.\r\n\r\nThank you,\r\n\r\nSharon Berger\r\nManager, Employment\r\nFlorida Atlantic University\r\n777 Glades Road\r\n',Normal
'The Investor\'s Toolbox\r\nSmallCap Hunter\r\nQuick Trading Gains Possible\r\n_____________________________________\r\n\r\nSmallCap Companies in the News \r\n\r\nApparel Manufacturing Associates, Inc. \r\n\r\ninvestor break\r\n\r\nSymbol OTC : APPM\r\nCurrent Price : $0.06\r\n\r\nAre These Shares Poised for a Run?\r\n\r\nHuge news expected out on APPM, get in before the wire, \r\nWe\'re taking it all the way to $1.00\r\n\r\nAggressive Investors and Day Traders\r\n\r\nWatch it like a hawk and get in before the rush\r\n\r\nSmallCap Action Report\r\n\r\nAbout the Company\r\nWe are a multifaceted management/development company \r\nconcentrating on the world of Fashion and Music.\r\nOur affiliates and partners offer 4 decades of experience\r\nand recognized success in their respective fields.\r\nWith offices in New York City, Miami and Zurich, we are\r\nin touch with the pulse of the \"fashion forward\".\r\n',Spam
'Dear Hill,\r\n\r\nJavier had sent you the requested materials on 8/15 (see attached email)\r\nand I sent you the hard copy by FEDEX (from Pfizer on the same day) and\r\nI wonder whether you had any problem receiving it. To be on the safe\r\nside, I will resend you the hard copy.\r\n\r\nCould you send me a note back whenever you receive this?\r\nRegards.\r\n\r\nHa H. Nguyen\r\n(212) 733-9900\r\nClinical Trial Operation Statistical Leader\r\nNeuroscience/Ophthalmic/Oncology/Pain-Infl. TA\r\n',Normal
'The hottest pick this year! \r\n\r\nIt just doesn\'t get any better than this.  Booming sector, tightly held, with \r\nan incredible PR blitz starting up.  Not only that, but the company is set to \r\nrelease some smashing news. \r\n\r\nPhysicians Adult Daycare, Inc. \r\n\r\nSymbol: PHYA \r\nCurrent Price:                         $1.90 (+18\% Friday!) \r\nShort-Term Projected Price:  $4.25 \r\nLong-Term Target Price:       $10.20 \r\n\r\nAs the population ages, the economic value in the US market for adult \r\ndaycare is projected to grow nearly 600\%.  Globally the potential market \r\nis a staggering $45 billion. \r\n\r\nPHYA is already hitting it big in the sector.  With solid acquisitions, \r\nexpert management, and a red hot sector, PHYA is looking at record \r\nearnings. \r\n',Spam
'Due to Tropical Storm Ernesto, FAU classes and normal business operations are closed today and will remain closed through tomorrow night, Aug. 30. Housing operations remain open and essential personnel (Level 1, Tier 1 and Tier 2) should anticipate reporting by noon on Wednesday, Aug. 30 for damage assessment. Check with supervisors for details. \r\n\r\nClasses and regular University operations are expected to resume on Thursday, Aug. 31. The last day for payment of fees has been extended to Friday, Sept. 1. \r\n\r\nAll programs and offices at the A.D. Henderson University School, FAU High School and the Karen Slattery Child Development Center will be closed today and tomorrow and are expected to resume on Thursday. \r\n\r\nPlease check www.fau.edu and the FAU hotlines (561-297-2020, 561-799-8020, 954-236-1800 or 772-873-3330) after 4:30 p.m. on Wednesday for Thursday\'s status. The website also lists more detailed information about events, housing, food services, etc. \r\n\r\nBe aware that these storms can produce high winds, heavy rains and flooding. If you have any questions, call Environmental Health and Safety at 561-297-3129.\r\n\r\nWe apologize for any technical difficulties that you may have had accessing information on Monday. We have taken steps to correct the problem. Thank you for your patience.',Normal
'Hey man, check out the discounts these guys are offering on enlarge patches!\r\n\r\nSteel Package: 10 Patches reg $79.95 Now $49.95 ! Free shipping too!\r\n\r\nSilver Package: 25 Patches reg $129.95, Now $99.95! Free shipping and free exercise manual included!\r\n\r\nGold Package: 40 Patches reg $189.95, Now $149.95! Free shipping and free exercise manual included!\r\n\r\nPlatinum Package: 65 Patches reg $259.95, Now $199.95! Free shipping and free exercise manual included!\r\n\r\nMillions of men are taking advantage of this revolutionary new product - Don\'t be left behind!\r\n\r\n',Spam
'FAU will reopen tomorrow, Thursday, Aug. 31, for classes and normal business operations. Housing operations remain open. The last day for payment of fees has been extended to Friday, Sept. 1.\r\n\r\nAll programs and offices at the A.D. Henderson University School, FAU High School, the Karen Slattery Child Development Center and Pine Jog will resume tomorrow, Thursday, Aug. 31.\r\n\r\nFor essential personnel, any damage found during your assessments should be reported through the normal work order system.\r\n\r\nPlease continue to check www.fau.edu and the FAU hotlines (561-297-2020, 561-799-8020, 954-236-1800 or 772-873-3330) for updates. The website also lists more detailed information about events, housing, food services, etc.\r\n\r\nDue to possible hazardous road conditions in certain areas of FAU\'s service district, we request that students, faculty and staff drive safely to their destination. If you have any questions, call Environmental Health and Safety at 561-297-3129.',Normal
'Hello dear \r\n\r\nI\'ve always been embarrassed to take my clothes off in the locker room at the gym.\r\nSince I began using my penis has hung much longer and beefier when limp. \r\nI have a renewed sense of confidence now! \r\nNot to mention my erection strength and stamina have increased 10 fold! \r\nI don\'t know how to thank you guys.\r\n',Spam
'Dear Dr. Zhu,\r\n \r\nI have sent the package to the University of Vermont addres as was stated on the author guidelines document. I thought that it would have reached you a few days after the 4th of August. Could you let me know whether I need to resend all the documentation and also whether you have received the signed copyright form from Henry Tan as he has sent it seperately from us. I apologize for any inconvenience, I thought the process has been properly completed a month ago. It would be good if the package we have sent you could be tracked down as one of the authors is away at the moment for me to be able to obtain their signature again quickly. \r\n \r\nThanks\r\n \r\nWith Regards,\r\n',Normal
'Good day!\r\n\r\nDo you want to improve your living standard? Do you want to have financial independence? Would you like to have bright future? Then you are our applicant!\r\n\r\nFounded in 2000, Safeway ProTrade Inc. pioneered financial services and today is the worldwide \r\nleader in the field. Throughout our 6-year history, we have developed lasting relationships\r\nwith the leading companies worldwide.\r\n\r\nIn view of the expansion and opening branches all over the world, our company hire people\r\nfor work in the financial services market. We have some vacant seats, which you can see in\r\nour website: www.sw-protrade.com. This work doesn\'t demand of special skills from you, but\r\nopening up new possibilities. Income from 5000$ per week, very flexible schedule( full-time\r\nor part-time job), no investments from your side, there are only some advantages!\r\n\r\nTo know more detailed information regarding our proposal and our Company, please visit our \r\nwebsite: www.sw-protrade.com\r\n\r\nTo apply for this job you should fill in the registration form offered in our website:\r\nwww.sw-protrade.com/careers.html\r\n\r\nWe hope to hear from you very soon!\r\n\r\n',Spam
'Hi Hill,\r\n\r\nI\'m back. Are we formatting the introduction right?\r\nSeven pages is a bit long. We could introduce more descriptions\r\nabout the last 3 chapters, but beyond that it would be tough\r\nto add in more details.\r\n',Normal
'Greetings\r\n\r\nPresenting H_G_H, the most fantastic wonderdrug to come out of the medical \r\nresearch establishment in  , and a substance used by the socio-economic \r\nelites of the world for years. Although, there is one big difference.. the \r\nactors and actresses and politicians and extremely wealthy of all walks of \r\nlife that have been acquiring it for so long to shed pounds and wrinkles \r\nand look and feel younger and fitter and healthier have had to pay \r\nthousands of dollars for each dose, and put up with painful injections. No \r\nlonger! Science has evolved to the point of enabling users to take a simple \r\npill each day and attain the same effects that once required very large \r\namounts of money, time, and patience (not to mention pain tolerance!).\r\n\r\nShed pounds, improve your muscle to fat ratio, eliminate signs of aging, \r\nboth external and internal, improve your mood and reduce or eliminate signs \r\nor symptoms of depression, drastically increase physical stamina and sexual \r\nfunction and vigor, refresh and revitalize your brain, memory and mental \r\nenergy, revitalize hair and nail growth, and so much more. How can one \r\nproduct do all of this? It\\\'s simple, actually.. our produces produce H_G_H \r\nnaturally, all throughout our lives. Unfortunately, over time our bodies \r\nbegin to produce less and less, which is one of the main causes of aging \r\n(and all signs of aging), sickness, wrinkles and cellulite and loss of \r\nenergy, mental function, sex drive/function, decreased metabolism and even \r\ndepression and poor quality sleep.\r\n\r\nThis medical marvel can help cure or eliminate ALL of those woes, as soon \r\nas a week or two after you begin usage, and is like a shot of youth that \r\ncan allow you to turn back the clock in many extremely amazing ways',Spam
'Dear Hill,\r\n\r\nI sent original copyright form last week to your new postal address, same time when i faxed it to you. Four of us completed the copyright form, and Prof. Elizabeth Chang is gonna send you the same when she comes back on 13 sept. I will follow that up. Can you please send us the TOC for book and actual page numbers for our book chapter. In the Index List  we used page numbers starting from 1 as didn\'t had that information. Its great news that Prof. Philip Yu agreed to write the forward for the book.\r\n',Normal
'2005 was the year of the oil company with many of these \r\ncompanies posting record profits.  2006 has been the year \r\nof alternative fuels with companies involved in this sector \r\nblowing off the charts.  This trend shows no signs of \r\nabating. \r\nOur next feature is right in the thick of the high-growth \r\nalternative energy sector and they are doing incredible \r\nthings. \r\n\r\nAlgoDyne Ethanol Energy \r\n\r\nSymbol:  ADYN \r\n\r\nCurrent Price:            $1.30 \r\nShort Term Target:        $3.50 \r\nLong Term Projected:      $10.00 \r\n',Spam
'Good Morning All\r\nJust a note to let you know that THOMSON PUBLISHING  will be hosting a \r\nbookfair on WEDNESDAY, SEPTEMBER 27th.  The fair will run from 11AM \r\nuntil 2PM.  For those of you with Teaching Assistants, please let them \r\nknow that they are also invited.\r\nSo mark your calendars for the 27th.\r\n\r\n\r\nJean\r\n',Normal
'With new Viagra and Cialis pills that we offer at cheap price you won\'t have sex problems anymore. Don\'t be aware of quality! We sell High-Quality medications only. United States drug store presents secure and confidential purchase, instant shipping and friendly support for our clients!\r\n\r\nURL:Click Here\r\n\r\nCialis as low as $5.67\r\nViagra Soft Tabs as low as $4.1\r\nGeneric Viagra as low as $3.5\r\nCialis Soft Tabs as low as $5.78 ',Spam
'Dear TCN Research Group,\r\n\r\nThis is a meeting reminder for tomorrow\'s (2/7/07, Wednesday) meeting \r\nat  \r\n6:00pm at TCN.\r\n\r\nSee you then.\r\n\r\nSam Hsu\r\n',Normal
'Office 2007 will be available for enterprise users by November 30, 2006. \r\nThe end user version will be available in the beginning of 2007. \r\nThe 2007 Microsoft Office System, also known as Microsoft Office 2007, \r\nis the most recent version of Microsoft\'s productivity suite. \r\nFormerly known as Office 12 in the initial stages of its beta cycle, \r\nit is scheduled to be made available to volume license customers on \r\nNovember 30, 2006, with general availability following in early 2007. \r\nOffice 2007 contains a number of new features, the most notable of \r\nwhich is the entirely new graphical user interface called the Ribbon, \r\nreplacing the menus and toolbars that have been the cornerstone of \r\nOffice since its inception.Office 2007 also includes new applications \r\nand server-side tools. Chief amongst these is Groove, a collaboration \r\nand communication suite for smaller businesses which was originally \r\ndeveloped by Groove Networks before being acquired by Microsoft in 2005. \r\nAlso included is Office Sharepoint Server 2007, a major revision to the \r\nserver platform for Office applications, which supports \"Excel Services\", \r\na client-server architecture for supporting Excel workbooks that are \r\nshared in real time between multiple machines, and are also viewable \r\nand editable through a web page.While Office 2007 includes many new \r\nfeatures, one has been removed entirely: Microsoft FrontPage is \r\nno longer being developed; its successor is the Microsoft Expression \r\nline of products.\r\n',Spam
'Dear all,\r\n\r\nI should share a very exciting news with you. FAU has become a member of \r\na large LA (Latin America) Grid project launched by IBM in December 2005 \r\n(See a brief description below). Originally, IBM teamed up with five \r\nuniversities (see below), however FAU has been recently added into this \r\nelite group. This is a great opportunity for the FAU researchers.\r\n\r\nDr. Lemanski, Mohammad and I will be attending in the beginning of \r\nOctober the LA Grid Conference in Barcelona. We will present FAU \r\nresearch interests in this area. For this presentation, we will need \r\nfrom faculty whose research may need grid capabilities a brief \r\nPowerPoint description of their research. We would appreciate if you \r\nprepare 2 slides, one with bullets and one with a nice picture \r\ndescribing your current and/or potential research activities, which will \r\nneed grid computing. Include your name and eventually graduate students \r\ninvolved. Attached is the PowerPoint design template.\r\n\r\nPlease, submit your contribution by *Monday, September 18*, so we can \r\ninclude it in our presentation.\r\n\r\nThanks.\r\n\r\nBorko\r\n\r\nBorko Furht, Ph.D.\r\nChairman & Professor',Normal
'Good day Webmaster!.!\r\nAsbolutely are no nedeed tests, classes, books, or interviews !\r\n\r\n\r\nGe ta_Bachelors, Masters., MBA, and Doctorate (PhD) diploma.\r\n\r\nGian the beenfits and appreciation_that comes with a.diploma !\r\n\r\nNever anyone is tunred away\r\n\r\n\r\nComplete Aonnymity definite\r\n\r\n',Spam
'Dear CSE PhD Students,\r\n\r\nThis is to inform you that the PhD qualifying examination (QE)\r\nhas been scheduled for Wednesday, October 25th, and Friday,\r\nOctober 27th, 2006. If you are planning to take the QE\r\nin Fall 2006, please see Ms. Jean Mangiaracina in room SE300 \r\nand complete the application form for QE as soon as possible and NOT later\r\nthan September 29th, 2006. If you have any questions please feel\r\nfree to contact me.\r\n\r\nThank you.\r\n\r\n',Normal
'Perfect watches, it\'s almost xmas season.\r\nThe replicas you wanted, perfect. It\'s identical to the original.\r\n \r\n- All details in perfection\r\n- Double A rated\r\n- All the original markings\r\n \r\nCheck in our site, all big brands. If you don\'t like it, return it.\r\n',Spam
'NOTE:  There has been a break in the City\'s water main on Glades Rd. that is effecting the Boca Campus.  The City has reduced it\'s pressure by about 40\% until which time they can fix the break.  It is our undertanding that the City, if it cannot complete the fix by 3:00 a.m.Tuesday they may need to do a complete water shut-down of the campus in order to make the necessary repairs.  We will continue to monitor the situation and provide updates as the situation changes. \r\n\r\nIn addition, the City road widening of Spanish River is ongoing.  The City\'s contractor has temporarily closed the northbound lane of FAU Blvd. at Spanish River.  The City\'s contractor has indicated will be completed by 3:00 pm today.  You may want to consider an alternate route when leaving the campus today.',Normal
'will help you:\r\nDecrease fat reserves in the body \r\nIncrease muscle and bone mass \r\nImprove your skin \r\nGive your libido a boost \r\nSleep deeper and need less of it \r\nIncrease your energy and metabolism \r\nMaintain and increase your memory \r\nIntensify mental alertness and concentration \r\nImprove overall physical and mental well-being \r\n\r\nClick here to know more about',Spam
'Thank you for your message.  I am currently away to attend the IEEE\r\nInternational Conference on Information Reuse and Integration\r\n(IRI-2006), and will get back on Wednesday, September 20.\r\n\r\nFor urgent matters related to the Department of Computer Science at\r\nthe University of Vermont, you can contact the Acting Chair at\r\nbslee@cs.uvm.edu or the Department Secretary at\r\nComputer.Science@uvm.edu.\r\n\r\nFor TKDE submissions, please refer to the journal home page\r\n(http://www.computer.org/tkde/) for general information, and e-mail\r\nthe TKDE Assistant at tkde@computer.org with any possible questions.\r\n\r\nFor important issues related to the IEEE International Conference on\r\nData Mining (http://www.cs.uvm.edu/~icdm/), you may like to resend\r\nyour message to the ICDM Steering Committee at icdm@cs.uvm.edu, so\r\nthat one of the Steering Committee members may reply to you before I\r\nget back.\r\n\r\nThis is a recorded message.\r\n\r\nXindong Wu',Normal
'FREE Debt Analysis and Custom Recommendation!  \r\n\r\nOur service will match you with a debt relief specialist that serves your area. The debt amount you provide is used to determine which program is best suited to provide debt relief while mitigating or even eliminating negative credit entries\r\n',Spam
'Hi Hill,\r\n\r\n   Please find the ICDM paper from the following link:\r\n\r\n\r\nYou could highlight the places where you revise on an electronic  \r\nversion. Or you could print it out, make revisions, scan them into  \r\ncomputers, and send them to me. I also put the finalVersion.tex in the  \r\nsame folder, you could work on it too. Thanks a lot!\r\n',Normal
'Glad to see you, gentlemen.\r\nI think all of you have already seen the results of the last market day.\r\n\r\nAnd just now we give you the best stock at the best price for today.\r\nThe Company has released news on friday. \r\nHere it is (read full version on your favorite news site)\r\n\r\n-\r\nMarshall Holdings International, Inc. Announces Subsidiary 3rd Quarter Results Over 1.5 Million, an Increase of 147\%\r\n\r\nMarshall Holdings International, Inc. (MHII) announced that the 3rd quarter financials for its wholly owned subsidiary are final. Marshall Distributing 3rd quarter revenues resulted in an increase of 147\% over the same period in 2005. The total revenues for the quarter were excess of 1.5 million.\r\n\"The Company continues to grow and once again exceeded all expectations\", said Jamie Plante, CFO.\" \r\n-\r\n',Spam
'I understand that some of your are experiencing difficulties of accessing\r\npluto server. For hw2, I will make an exception and allow you to email me\r\nthe results directly. But I strongly suggest you to follow the procedures I\r\nlisted online, and learn how to setup a website.\r\n\r\nHill',Normal
'If you are a lover of fast pace, then Cialis Soft Tabs should be just for you.\r\nThey will start working right after 15 minutes have passed since you have put them\r\nunder your tongue (exactly the perfect timing you need to get down to your underwear)\r\nand you can enjoy the great sex during 36 hours.\r\n\r\n',Spam
'Dear All,\r\n\r\nThe CSE PhD qualifying exam has been scheduled for October 25 and\r\nOctober 27. Please provide a 40-minute question and a solution in the\r\narea listed below by Thursday, September 28, 2006.\r\n\r\nLet me know if you have any questions about this arrangement. It is\r\nmore or less the same arrangement that we had for the last Q.E. Also,\r\nplease coordinate with the other person who has been assigned to\r\nprovide a question in the same area (if applicable).\r\n\r\nPlease see the MS Word attachment for the format of the question.\r\n\r\nThanks.\r\n\r\nOge Marques\r\n',Normal
'Don\'t want to expose your private life?\r\nLooking for perfect sex with your girlfriend?\r\nSimple way to enhance your sexual life.\r\nCanadian based pharmacy at your service!\r\n\r\n',Spam
'Dear Colleagues:\r\n \r\nAs we all know, funding agencies promote/prefer multidisciplinary research proposals and encourage multiple researchers working together. By this email, I would like to suggest that we should identify a few multidisciplinary research areas and form teams of researchers for each of the research areas. Your input in identifying research areas and your participation is very important.\r\n \r\nTo begin the process, I would like to suggest the following research areas (these areas are also basis of our Innovation Leadership program):\r\n \r\nAlternative Energy \r\nEnvironment  \r\nHealthcare Technologies \r\nHomeland Security \r\nTransportation\r\n \r\nSuggestions about other multidisciplinary research areas are welcome. At this stage, I would like to request that we form research teams for each of these research areas. For that, please send me an email and indicate which research area(s) you would like to participate in. Please do so by the Monday, September 25.\r\n \r\nOnce the teams are formed, we will have inaugural meeting of these teams, identify team leader, and let the teams develop a plan for acquiring research funds.\r\n \r\nThanks.\r\n',Normal
'Day two\r\n\r\nNice rise. The Beauty of the pennny stocck arena is that shares appreciate so quickly!  \r\nA bit of inside information and returns of 1000\% are not unheard of. \r\nWith profitable settlement in China American Unity Investments (AUNI) is entirely where you want to be.\r\n\r\nI am buying now. Are you ? \r\n\r\nWhat will be next ? Today it will show us ... what it can do on third day.\r\nIt has more growth potential then i even projected .\r\nAnd next will be very HOT! times.\r\nTodays prognosis:+24\% +0.7 (0.36) at least\r\nand +41\% +0.12(0.41) at most\r\n',Spam
'Hello Everyone:\r\n\r\nI have attached the newly revised travel memo to this email.  Please save it to your computer for quick retrieval.  You may discard all other travel memos and use the newly revised starting today.  (Any travel memos turned in prior to today have already been accepted and will not require a new memo)\r\n\r\nLet me know if you have any questions.  Have a great day!\r\n\r\nSincerely,\r\n\r\n-- \r\n\r\nVanessa L. Díaz\r\nSenior Secretary\r\nOffice of the Chairman\r\nComputer Science and Engineering\r\nT: (561) 297-2903\r\nF: (561) 297-1359\r\n\r\n',Normal
